"$__","$isNew","_doc"
"{""activePaths"":{""paths"":{""status"":""init"",""price"":""init"",""category"":""init"",""product_description"":""require"",""product_name"":""init"",""_id"":""init"",""createdAt"":""init""},""states"":{""require"":{""product_description"":true},""init"":{""_id"":true,""product_name"":true,""category"":true,""price"":true,""status"":true,""createdAt"":true}}},""skipId"":true,""selected"":{""product_name"":1,""category"":1,""price"":1,""status"":1,""createdAt"":1},""exclude"":false}",false,"{""_id"":""637b5531f013bd796c7be74d"",""product_name"":""Leaf"",""category"":""Nissan"",""price"":""$37645396.00"",""status"":""Out of Stock"",""createdAt"":""2009-08-21T08:10:28.000Z""}"
"{""activePaths"":{""paths"":{""status"":""init"",""price"":""init"",""category"":""init"",""product_description"":""require"",""product_name"":""init"",""_id"":""init"",""createdAt"":""init""},""states"":{""require"":{""product_description"":true},""init"":{""_id"":true,""product_name"":true,""category"":true,""price"":true,""status"":true,""createdAt"":true}}},""skipId"":true,""selected"":{""product_name"":1,""category"":1,""price"":1,""status"":1,""createdAt"":1},""exclude"":false}",false,"{""_id"":""637b5531f013bd796c7be74e"",""product_name"":""Mustang"",""category"":""Ford"",""price"":""$36508803.45"",""status"":""Available"",""createdAt"":""2018-11-29T19:07:18.000Z""}"
"{""activePaths"":{""paths"":{""status"":""init"",""price"":""init"",""category"":""init"",""product_description"":""require"",""product_name"":""init"",""_id"":""init"",""createdAt"":""init""},""states"":{""require"":{""product_description"":true},""init"":{""_id"":true,""product_name"":true,""category"":true,""price"":true,""status"":true,""createdAt"":true}}},""skipId"":true,""selected"":{""product_name"":1,""category"":1,""price"":1,""status"":1,""createdAt"":1},""exclude"":false}",false,"{""_id"":""637b5531f013bd796c7be750"",""product_name"":""V70"",""category"":""Volvo"",""price"":""$1603127.04"",""status"":""Available"",""createdAt"":""2014-01-20T03:05:44.000Z""}"
"{""activePaths"":{""paths"":{""status"":""init"",""price"":""init"",""category"":""init"",""product_description"":""require"",""product_name"":""init"",""_id"":""init"",""createdAt"":""init""},""states"":{""require"":{""product_description"":true},""init"":{""_id"":true,""product_name"":true,""category"":true,""price"":true,""status"":true,""createdAt"":true}}},""skipId"":true,""selected"":{""product_name"":1,""category"":1,""price"":1,""status"":1,""createdAt"":1},""exclude"":false}",false,"{""_id"":""637b5531f013bd796c7be751"",""product_name"":""Acclaim"",""category"":""Plymouth"",""price"":""$26046594.47"",""status"":""Available"",""createdAt"":""2013-08-15T02:18:42.000Z""}"
"{""activePaths"":{""paths"":{""status"":""init"",""price"":""init"",""category"":""init"",""product_description"":""require"",""product_name"":""init"",""_id"":""init"",""createdAt"":""init""},""states"":{""require"":{""product_description"":true},""init"":{""_id"":true,""product_name"":true,""category"":true,""price"":true,""status"":true,""createdAt"":true}}},""skipId"":true,""selected"":{""product_name"":1,""category"":1,""price"":1,""status"":1,""createdAt"":1},""exclude"":false}",false,"{""_id"":""637b5531f013bd796c7be754"",""product_name"":""626"",""category"":""Mazda"",""price"":""$14396245.71"",""status"":""Out of Stock"",""createdAt"":""2014-11-28T21:34:22.000Z""}"
"{""activePaths"":{""paths"":{""status"":""init"",""price"":""init"",""category"":""init"",""product_description"":""require"",""product_name"":""init"",""_id"":""init"",""createdAt"":""init""},""states"":{""require"":{""product_description"":true},""init"":{""_id"":true,""product_name"":true,""category"":true,""price"":true,""status"":true,""createdAt"":true}}},""skipId"":true,""selected"":{""product_name"":1,""category"":1,""price"":1,""status"":1,""createdAt"":1},""exclude"":false}",false,"{""_id"":""637b5531f013bd796c7be75a"",""product_name"":""900"",""category"":""Saab"",""price"":""$16745249.22"",""status"":""Deleted"",""createdAt"":""2014-01-02T17:25:50.000Z""}"
"{""activePaths"":{""paths"":{""status"":""init"",""price"":""init"",""category"":""init"",""product_description"":""require"",""product_name"":""init"",""_id"":""init"",""createdAt"":""init""},""states"":{""require"":{""product_description"":true},""init"":{""_id"":true,""product_name"":true,""category"":true,""price"":true,""status"":true,""createdAt"":true}}},""skipId"":true,""selected"":{""product_name"":1,""category"":1,""price"":1,""status"":1,""createdAt"":1},""exclude"":false}",false,"{""_id"":""637b5531f013bd796c7be75c"",""product_name"":""Camaro"",""category"":""Chevrolet"",""price"":""$44547127.88"",""status"":""Available"",""createdAt"":""2011-10-29T09:16:45.000Z""}"
"{""activePaths"":{""paths"":{""status"":""init"",""price"":""init"",""category"":""init"",""product_description"":""require"",""product_name"":""init"",""_id"":""init"",""createdAt"":""init""},""states"":{""require"":{""product_description"":true},""init"":{""_id"":true,""product_name"":true,""category"":true,""price"":true,""status"":true,""createdAt"":true}}},""skipId"":true,""selected"":{""product_name"":1,""category"":1,""price"":1,""status"":1,""createdAt"":1},""exclude"":false}",false,"{""_id"":""637b5531f013bd796c7be762"",""product_name"":""240SX"",""category"":""Nissan"",""price"":""$39460144.77"",""status"":""Deleted"",""createdAt"":""2018-11-06T05:11:23.000Z""}"
"{""activePaths"":{""paths"":{""status"":""init"",""price"":""init"",""category"":""init"",""product_description"":""require"",""product_name"":""init"",""_id"":""init"",""createdAt"":""init""},""states"":{""require"":{""product_description"":true},""init"":{""_id"":true,""product_name"":true,""category"":true,""price"":true,""status"":true,""createdAt"":true}}},""skipId"":true,""selected"":{""product_name"":1,""category"":1,""price"":1,""status"":1,""createdAt"":1},""exclude"":false}",false,"{""_id"":""637b5531f013bd796c7be768"",""product_name"":""PT Cruiser"",""category"":""Chrysler"",""price"":""$2912852.72"",""status"":""Deleted"",""createdAt"":""2020-06-17T07:43:12.000Z""}"
"{""activePaths"":{""paths"":{""status"":""init"",""price"":""init"",""category"":""init"",""product_description"":""require"",""product_name"":""init"",""_id"":""init"",""createdAt"":""init""},""states"":{""require"":{""product_description"":true},""init"":{""_id"":true,""product_name"":true,""category"":true,""price"":true,""status"":true,""createdAt"":true}}},""skipId"":true,""selected"":{""product_name"":1,""category"":1,""price"":1,""status"":1,""createdAt"":1},""exclude"":false}",false,"{""_id"":""637b5531f013bd796c7be769"",""product_name"":""Sonata"",""category"":""Hyundai"",""price"":""$31707401.86"",""status"":""Available"",""createdAt"":""2013-10-14T22:17:46.000Z""}"
"{""activePaths"":{""paths"":{""status"":""init"",""price"":""init"",""category"":""init"",""product_description"":""require"",""product_name"":""init"",""_id"":""init"",""createdAt"":""init""},""states"":{""require"":{""product_description"":true},""init"":{""_id"":true,""product_name"":true,""category"":true,""price"":true,""status"":true,""createdAt"":true}}},""skipId"":true,""selected"":{""product_name"":1,""category"":1,""price"":1,""status"":1,""createdAt"":1},""exclude"":false}",false,"{""_id"":""637b5531f013bd796c7be76f"",""product_name"":""A6"",""category"":""Audi"",""price"":""$20347266.85"",""status"":""Deleted"",""createdAt"":""2011-03-02T02:35:06.000Z""}"
"{""activePaths"":{""paths"":{""status"":""init"",""price"":""init"",""category"":""init"",""product_description"":""require"",""product_name"":""init"",""_id"":""init"",""createdAt"":""init""},""states"":{""require"":{""product_description"":true},""init"":{""_id"":true,""product_name"":true,""category"":true,""price"":true,""status"":true,""createdAt"":true}}},""skipId"":true,""selected"":{""product_name"":1,""category"":1,""price"":1,""status"":1,""createdAt"":1},""exclude"":false}",false,"{""_id"":""637b5531f013bd796c7be776"",""product_name"":""911"",""category"":""Porsche"",""price"":""$33474781.41"",""status"":""Available"",""createdAt"":""2019-10-02T05:55:31.000Z""}"
"{""activePaths"":{""paths"":{""status"":""init"",""price"":""init"",""category"":""init"",""product_description"":""require"",""product_name"":""init"",""_id"":""init"",""createdAt"":""init""},""states"":{""require"":{""product_description"":true},""init"":{""_id"":true,""product_name"":true,""category"":true,""price"":true,""status"":true,""createdAt"":true}}},""skipId"":true,""selected"":{""product_name"":1,""category"":1,""price"":1,""status"":1,""createdAt"":1},""exclude"":false}",false,"{""_id"":""637b5531f013bd796c7be778"",""product_name"":""62"",""category"":""Maybach"",""price"":""$18746181.56"",""status"":""Available"",""createdAt"":""2013-09-04T01:34:30.000Z""}"
"{""activePaths"":{""paths"":{""status"":""init"",""price"":""init"",""category"":""init"",""product_description"":""require"",""product_name"":""init"",""_id"":""init"",""createdAt"":""init""},""states"":{""require"":{""product_description"":true},""init"":{""_id"":true,""product_name"":true,""category"":true,""price"":true,""status"":true,""createdAt"":true}}},""skipId"":true,""selected"":{""product_name"":1,""category"":1,""price"":1,""status"":1,""createdAt"":1},""exclude"":false}",false,"{""_id"":""637b5531f013bd796c7be77b"",""product_name"":""Element"",""category"":""Honda"",""price"":""$38861832.36"",""status"":""Available"",""createdAt"":""2017-05-02T13:18:43.000Z""}"
"{""activePaths"":{""paths"":{""status"":""init"",""price"":""init"",""category"":""init"",""product_description"":""require"",""product_name"":""init"",""_id"":""init"",""createdAt"":""init""},""states"":{""require"":{""product_description"":true},""init"":{""_id"":true,""product_name"":true,""category"":true,""price"":true,""status"":true,""createdAt"":true}}},""skipId"":true,""selected"":{""product_name"":1,""category"":1,""price"":1,""status"":1,""createdAt"":1},""exclude"":false}",false,"{""_id"":""637b5531f013bd796c7be77d"",""product_name"":""Ipsum"",""category"":""Toyota"",""price"":""$14894721.51"",""status"":""Deleted"",""createdAt"":""2011-01-26T18:10:07.000Z""}"
"{""activePaths"":{""paths"":{""status"":""init"",""price"":""init"",""category"":""init"",""product_description"":""require"",""product_name"":""init"",""_id"":""init"",""createdAt"":""init""},""states"":{""require"":{""product_description"":true},""init"":{""_id"":true,""product_name"":true,""category"":true,""price"":true,""status"":true,""createdAt"":true}}},""skipId"":true,""selected"":{""product_name"":1,""category"":1,""price"":1,""status"":1,""createdAt"":1},""exclude"":false}",false,"{""_id"":""637b5531f013bd796c7be77f"",""product_name"":""Corvette"",""category"":""Chevrolet"",""price"":""$16728977.60"",""status"":""Deleted"",""createdAt"":""2008-06-21T08:56:47.000Z""}"
"{""activePaths"":{""paths"":{""status"":""init"",""price"":""init"",""category"":""init"",""product_description"":""require"",""product_name"":""init"",""_id"":""init"",""createdAt"":""init""},""states"":{""require"":{""product_description"":true},""init"":{""_id"":true,""product_name"":true,""category"":true,""price"":true,""status"":true,""createdAt"":true}}},""skipId"":true,""selected"":{""product_name"":1,""category"":1,""price"":1,""status"":1,""createdAt"":1},""exclude"":false}",false,"{""_id"":""637b5531f013bd796c7be780"",""product_name"":""Sigma"",""category"":""Mitsubishi"",""price"":""$27938518.08"",""status"":""Out of Stock"",""createdAt"":""2022-01-07T01:45:47.000Z""}"
"{""activePaths"":{""paths"":{""status"":""init"",""price"":""init"",""category"":""init"",""product_description"":""require"",""product_name"":""init"",""_id"":""init"",""createdAt"":""init""},""states"":{""require"":{""product_description"":true},""init"":{""_id"":true,""product_name"":true,""category"":true,""price"":true,""status"":true,""createdAt"":true}}},""skipId"":true,""selected"":{""product_name"":1,""category"":1,""price"":1,""status"":1,""createdAt"":1},""exclude"":false}",false,"{""_id"":""637b5531f013bd796c7be783"",""product_name"":""Montero"",""category"":""Mitsubishi"",""price"":""$21133643.54"",""status"":""Available"",""createdAt"":""2009-09-18T08:58:13.000Z""}"
"{""activePaths"":{""paths"":{""status"":""init"",""price"":""init"",""category"":""init"",""product_description"":""require"",""product_name"":""init"",""_id"":""init"",""createdAt"":""init""},""states"":{""require"":{""product_description"":true},""init"":{""_id"":true,""product_name"":true,""category"":true,""price"":true,""status"":true,""createdAt"":true}}},""skipId"":true,""selected"":{""product_name"":1,""category"":1,""price"":1,""status"":1,""createdAt"":1},""exclude"":false}",false,"{""_id"":""637b5531f013bd796c7be791"",""product_name"":""Tracker"",""category"":""Geo"",""price"":""$40562909.72"",""status"":""Out of Stock"",""createdAt"":""2017-01-29T21:40:48.000Z""}"
"{""activePaths"":{""paths"":{""status"":""init"",""price"":""init"",""category"":""init"",""product_description"":""require"",""product_name"":""init"",""_id"":""init"",""createdAt"":""init""},""states"":{""require"":{""product_description"":true},""init"":{""_id"":true,""product_name"":true,""category"":true,""price"":true,""status"":true,""createdAt"":true}}},""skipId"":true,""selected"":{""product_name"":1,""category"":1,""price"":1,""status"":1,""createdAt"":1},""exclude"":false}",false,"{""_id"":""637b5531f013bd796c7be793"",""product_name"":""Corvette"",""category"":""Chevrolet"",""price"":""$30272562.83"",""status"":""Available"",""createdAt"":""2010-07-14T11:43:26.000Z""}"
"{""activePaths"":{""paths"":{""status"":""init"",""price"":""init"",""category"":""init"",""product_description"":""require"",""product_name"":""init"",""_id"":""init"",""createdAt"":""init""},""states"":{""require"":{""product_description"":true},""init"":{""_id"":true,""product_name"":true,""category"":true,""price"":true,""status"":true,""createdAt"":true}}},""skipId"":true,""selected"":{""product_name"":1,""category"":1,""price"":1,""status"":1,""createdAt"":1},""exclude"":false}",false,"{""_id"":""637b5531f013bd796c7be672"",""product_name"":""Colt"",""category"":""Plymouth"",""price"":""$39681515.10"",""status"":""Deleted"",""createdAt"":""2021-04-18T17:05:28.000Z""}"
